CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),FYSWR Date,FYSWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for FYSWR,First Year Standardized Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for FYSWR,95% C.I. (lower limit) for FYSWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted for Kidney Transplant,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR
012685,8,DaVita Model City HT at Home Dialysis,01Jan2021-31Dec2024,,260,1724 LEIGHTON AVE,,ANNISTON,AL,36207,Calhoun,(256) 236-5864,Profit,Yes,DaVita,No,3,No,Yes,Yes,2016-06-02,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,70.0,36.1,66.3,17.6,01Jan2024-31Dec2024,As Expected,001,13.0,236.1,695.6,91.7,01Jan2024-31Dec2024,Not Available,199,6.0,,,,01Jan2024-31Dec2024,Not Available,199,7.0,,,,01Jan2021-31Dec2023,Not Available,199,17.0,,,,As Expected,001,13.0,22.4,81.6,1.8,01Jan2024-31Dec2024,Not Available,199,9.0,,,,01Jan2023-31Dec2024,As Expected,001,14.0,0.71,3.46,0.02,01Jan2021-31Dec2023,Not Available,201,0.0,,,,01Jan2024-31Dec2024,Not Available,201,,,,Not Available,201,0.0,,,,01Apr2025-30JUN2025,199,,280,0.0,,,280,13.0,100.0,,280,0.0,,,280,0.0,,,,199,,199,2.0,280,13.0,100.0,,280,14.0,109.0,,,,,,201,0.0,,,280,0.0,,
012686,8,FMC Anniston Home Therapy,01Jan2021-31Dec2024,2.0,001,"2017 Quintard Avenue, Suite A",,ANNISTON,AL,36201,Calhoun,(256) 237-7340,Profit,Yes,Fresenius Medical Care,No,4,No,Yes,Yes,2016-06-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,151.0,29.7,48.2,17.1,01Jan2024-31Dec2024,As Expected,001,35.0,69.0,186.4,28.9,01Jan2024-31Dec2024,As Expected,001,14.0,7.5,34.6,0.2,01Jan2024-31Dec2024,Not Available,199,18.0,,,,01Jan2021-31Dec2023,Not Available,199,14.0,,,,As Expected,001,44.0,18.7,47.4,5.5,01Jan2024-31Dec2024,As Expected,001,20.0,0.36,1.56,0.09,01Jan2023-31Dec2024,As Expected,001,20.0,0.78,2.59,0.11,01Jan2021-31Dec2023,Not Available,201,0.0,,,,01Jan2024-31Dec2024,Not Available,201,,,,Worse than Expected,001,16.0,21.2,51.8,0.0,01Apr2025-30JUN2025,001,5.0,199,1.0,1.0,,001,31.0,257.0,99.0,259,0.0,,,259,0.0,,,,199,,199,6.0,001,44.0,356.0,1.0,001,50.0,390.0,8.0,24.0,25.0,27.0,17.0,001,16.0,105.0,38.0,259,0.0,,
012687,8,FMC BIRMINGHAM METRO,01Jan2021-31Dec2024,2.0,001,"2024 4th AVE SOUTH, SUITE 100",,BIRMINGHAM,AL,35233,Jefferson,(205) 321-5844,Profit,Yes,Fresenius Medical Care,No,10,Yes,No,No,2016-09-21,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,150.0,25.0,43.3,14.1,01Jan2024-31Dec2024,As Expected,001,42.0,155.9,283.3,92.4,01Jan2024-31Dec2024,As Expected,001,37.0,32.7,49.9,17.8,01Jan2024-31Dec2024,Not Available,199,8.0,,,,01Jan2021-31Dec2023,Not Available,199,10.0,,,,As Expected,001,34.0,9.2,50.3,1.0,01Jan2024-31Dec2024,Not Available,199,10.0,,,,01Jan2023-31Dec2024,Not Available,199,8.0,,,,01Jan2021-31Dec2023,As Expected,001,18.0,0.68,3.82,0.02,01Jan2024-31Dec2024,As Expected,001,0.0,1.45,,As Expected,001,47.0,35.6,63.5,5.8,01Apr2025-30JUN2025,001,0.0,001,43.0,390.0,97.0,257,0.0,,,259,0.0,,,259,0.0,,,,199,,199,7.0,001,43.0,391.0,1.0,001,47.0,420.0,6.0,11.0,27.0,29.0,27.0,001,47.0,427.0,7.0,259,0.0,,
012688,8,FMC TRUSSVILLE,01Jan2021-31Dec2024,5.0,001,3671 ROOSEVELT BLVD,,BIRMINGHAM,AL,35235,Jefferson,(205) 655-0961,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,2016-09-28,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,128.0,14.6,26.9,7.2,01Jan2024-31Dec2024,As Expected,001,30.0,61.4,165.9,25.7,01Jan2024-31Dec2024,As Expected,001,12.0,26.0,59.0,5.0,01Jan2024-31Dec2024,Not Available,199,8.0,,,,01Jan2021-31Dec2023,Not Available,199,18.0,,,,As Expected,001,31.0,6.8,45.2,0.6,01Jan2024-31Dec2024,As Expected,001,9.0,0.3,2.8,0.03,01Jan2023-31Dec2024,As Expected,001,11.0,1.73,5.09,0.21,01Jan2021-31Dec2023,As Expected,001,28.0,0.89,2.59,0.18,01Jan2024-31Dec2024,As Expected,001,0.0,1.39,,As Expected,001,44.0,70.7,91.8,48.3,01Apr2025-30JUN2025,001,0.0,001,41.0,431.0,100.0,257,0.0,,,259,0.0,,,259,0.0,,,,199,,199,4.0,001,41.0,432.0,0.0,001,44.0,438.0,8.0,18.0,28.0,29.0,17.0,001,44.0,438.0,2.0,259,0.0,,
012692,8,FRESENIUS MEDICAL CARE DECATUR,01Jan2021-31Dec2024,3.0,001,2834 SPRING AVENUE SW,,DECATUR,AL,35603,Morgan,(256) 885-1740,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,2017-02-22,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,152.0,23.8,36.2,15.0,01Jan2024-31Dec2024,As Expected,001,34.0,155.1,269.6,95.6,01Jan2024-31Dec2024,As Expected,001,45.0,22.2,34.8,12.1,01Jan2024-31Dec2024,Not Available,199,10.0,,,,01Jan2021-31Dec2023,Not Available,199,13.0,,,,As Expected,001,39.0,14.6,44.7,3.5,01Jan2024-31Dec2024,Worse than Expected,001,12.0,2.01,3.98,1.03,01Jan2023-31Dec2024,As Expected,001,28.0,1.32,2.71,0.48,01Jan2021-31Dec2023,As Expected,001,19.0,0.61,3.42,0.02,01Jan2024-31Dec2024,As Expected,001,0.74,2.43,0.12,As Expected,001,45.0,66.9,86.8,45.9,01Apr2025-30JUN2025,001,0.0,001,40.0,370.0,98.0,257,0.0,,,259,0.0,,,259,0.0,,,,199,,199,8.0,001,41.0,390.0,1.0,001,47.0,397.0,6.0,15.0,28.0,30.0,20.0,001,45.0,395.0,11.0,259,0.0,,
012693,8,DaVita Springs Dialysis,01Jan2021-31Dec2024,3.0,001,218 MAIN STREET,SUITE 114 & 118,TRUSSVILLE,AL,35173,Jefferson,(205) 655-0871,Profit,Yes,DaVita,No,16,Yes,No,No,2017-05-11,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,Worse than Expected,001,378.0,33.5,51.5,22.5,01Jan2024-31Dec2024,As Expected,001,99.0,121.4,205.1,78.0,01Jan2024-31Dec2024,As Expected,001,54.0,21.1,38.5,9.3,01Jan2024-31Dec2024,As Expected,001,42.0,23.6,87.4,8.7,01Jan2021-31Dec2023,As Expected,001,48.0,0.68,1.98,0.14,As Expected,001,76.0,12.7,31.7,4.4,01Jan2024-31Dec2024,As Expected,001,44.0,0.71,1.85,0.35,01Jan2023-31Dec2024,As Expected,001,47.0,0.89,2.24,0.23,01Jan2021-31Dec2023,As Expected,001,36.0,1.32,3.38,0.36,01Jan2024-31Dec2024,As Expected,001,0.94,2.26,0.3,As Expected,001,68.0,51.0,73.6,26.9,01Apr2025-30JUN2025,001,0.0,280,66.0,560.0,,280,36.0,321.0,,280,0.0,,,280,0.0,,,36.0,001,0.0,001,25.0,280,101.0,892.0,,280,103.0,858.0,,,,,,001,68.0,590.0,14.0,280,0.0,,
012695,8,FMC ROCKET CITY,01Jan2021-31Dec2024,3.0,001,8000 CHARLOTTE DRIVE SW,,HUNTSVILLE,AL,35802,Madison,(256) 880-5151,Profit,Yes,Fresenius Medical Care,No,16,Yes,No,No,2017-07-06,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,191.0,20.4,32.1,12.9,01Jan2024-31Dec2024,As Expected,001,59.0,152.1,244.8,100.8,01Jan2024-31Dec2024,As Expected,001,56.0,29.0,40.0,18.8,01Jan2024-31Dec2024,Not Available,199,18.0,,,,01Jan2021-31Dec2023,Not Available,199,27.0,,,,As Expected,001,56.0,12.8,41.2,3.0,01Jan2024-31Dec2024,As Expected,001,26.0,0.59,1.44,0.25,01Jan2023-31Dec2024,As Expected,001,43.0,1.08,2.24,0.37,01Jan2021-31Dec2023,As Expected,001,42.0,1.45,3.72,0.4,01Jan2024-31Dec2024,As Expected,001,0.49,1.63,0.08,As Expected,001,73.0,47.8,73.5,22.8,01Apr2025-30JUN2025,001,0.0,001,67.0,536.0,98.0,257,0.0,,,259,0.0,,,259,0.0,,,31.0,001,0.0,001,13.0,001,68.0,538.0,3.0,001,70.0,572.0,8.0,28.0,27.0,23.0,15.0,001,73.0,568.0,16.0,259,0.0,,
012696,8,FRESENIUS KIDNEY CARE SARALAND,01Jan2021-31Dec2024,2.0,001,107 SARALAND LOOP,,SARALAND,AL,36571,Mobile,(251) 679-5590,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,2017-07-27,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,212.0,26.6,39.2,18.1,01Jan2024-31Dec2024,Worse than Expected,001,47.0,218.0,338.9,148.7,01Jan2024-31Dec2024,Worse than Expected,001,60.0,40.6,51.6,29.5,01Jan2024-31Dec2024,Not Available,199,8.0,,,,01Jan2021-31Dec2023,Not Available,199,21.0,,,,As Expected,001,51.0,9.3,41.8,1.4,01Jan2024-31Dec2024,As Expected,001,9.0,0.62,2.22,0.18,01Jan2023-31Dec2024,As Expected,001,30.0,0.99,2.33,0.27,01Jan2021-31Dec2023,As Expected,001,36.0,0.3,1.66,0.01,01Jan2024-31Dec2024,As Expected,001,0.34,1.68,0.02,As Expected,001,62.0,42.2,65.1,17.7,01Apr2025-30JUN2025,001,0.0,001,60.0,507.0,97.0,257,0.0,,,259,0.0,,,259,0.0,,,,199,,199,6.0,001,60.0,507.0,0.0,001,62.0,528.0,6.0,18.0,23.0,30.0,24.0,001,62.0,532.0,13.0,259,0.0,,
012697,8,DaVita Barbour County Dialysis,01Jan2021-31Dec2024,3.0,001,1218 S EUFAULA AVE,,EUFAULA,AL,36027,Barbour,(334) 687-7583,Profit,Yes,DaVita,No,8,Yes,No,No,2017-11-08,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,95.0,26.6,47.0,13.7,01Jan2024-31Dec2024,As Expected,001,25.0,118.7,270.1,57.8,01Jan2024-31Dec2024,As Expected,001,16.0,25.2,53.4,7.3,01Jan2024-31Dec2024,Not Available,199,4.0,,,,01Jan2021-31Dec2023,Not Available,199,6.0,,,,Worse than Expected,001,22.0,0.0,0.0,0.0,01Jan2024-31Dec2024,Not Available,199,5.0,,,,01Jan2023-31Dec2024,Not Available,199,3.0,,,,01Jan2021-31Dec2023,Not Available,199,6.0,,,,01Jan2024-31Dec2024,As Expected,001,0.0,3.04,,As Expected,001,24.0,58.1,89.5,24.9,01Apr2025-30JUN2025,001,0.0,280,18.0,163.0,,280,7.0,46.0,,280,0.0,,,280,0.0,,,,199,,199,5.0,280,28.0,263.0,,280,30.0,270.0,,,,,,001,24.0,224.0,6.0,280,0.0,,
012699,8,"Dialysis Services of Decatur, LLC",01Jan2021-31Dec2024,3.0,001,2705 Highway 31 South,,DECATUR,AL,35603,Morgan,(256) 308-2985,Non-profit,Yes,"Dialysis Clinic, Inc.",No,21,Yes,No,No,2018-05-09,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,252.0,19.4,29.8,13.1,01Jan2024-31Dec2024,As Expected,001,61.0,117.6,194.9,76.0,01Jan2024-31Dec2024,Better than Expected,001,51.0,11.8,25.8,3.8,01Jan2024-31Dec2024,As Expected,001,25.0,21.6,93.4,7.1,01Jan2021-31Dec2023,Not Available,199,31.0,,,,As Expected,001,50.0,16.3,47.5,4.0,01Jan2024-31Dec2024,As Expected,001,27.0,0.74,1.72,0.34,01Jan2023-31Dec2024,As Expected,001,39.0,0.92,1.86,0.33,01Jan2021-31Dec2023,As Expected,001,46.0,0.96,2.45,0.26,01Jan2024-31Dec2024,Worse than Expected,001,3.18,5.12,1.85,As Expected,001,65.0,51.1,73.4,27.3,01Apr2025-30JUN2025,001,0.0,001,58.0,515.0,94.0,257,0.0,,,259,0.0,,,259,0.0,,,0.0,001,6.0,001,18.0,001,61.0,551.0,0.0,001,66.0,578.0,6.0,15.0,28.0,24.0,26.0,001,65.0,578.0,12.0,259,0.0,,
012700,8,DaVita Crimson Dialysis,01Jan2021-31Dec2024,1.0,001,6521 Hwy 69 S,Ste O,TUSCALOOSA,AL,35405,Tuscaloosa,(205) 752-3267,Profit,Yes,DaVita,No,16,Yes,No,No,2018-07-18,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,293.0,26.4,39.3,18.4,01Jan2024-31Dec2024,Worse than Expected,001,80.0,216.6,315.9,155.1,01Jan2024-31Dec2024,As Expected,001,109.0,26.0,35.5,18.3,01Jan2024-31Dec2024,As Expected,001,28.0,51.4,129.7,25.4,01Jan2021-31Dec2023,As Expected,001,36.0,0.39,2.19,0.01,As Expected,001,76.0,9.5,27.9,2.8,01Jan2024-31Dec2024,As Expected,001,28.0,0.75,1.57,0.38,01Jan2023-31Dec2024,As Expected,001,54.0,0.62,1.38,0.18,01Jan2021-31Dec2023,As Expected,001,53.0,1.3,2.83,0.48,01Jan2024-31Dec2024,Better than Expected,001,0.16,0.77,0.01,Worse than Expected,001,82.0,32.0,53.4,11.2,01Apr2025-30JUN2025,001,0.0,280,79.0,663.0,,280,0.0,,,280,0.0,,,280,0.0,,,18.0,001,0.0,001,22.0,280,81.0,696.0,,280,85.0,671.0,,,,,,001,82.0,718.0,19.0,280,0.0,,
012701,8,DaVita Majestic Dialysis,01Jan2021-31Dec2024,2.0,001,1510 Eastern Boulevard,,MONTGOMERY,AL,36117,Montgomery,(334) 260-8519,Profit,Yes,DaVita,No,12,Yes,No,No,2018-08-17,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,178.0,29.8,46.6,19.0,01Jan2024-31Dec2024,As Expected,001,50.0,168.2,288.9,105.3,01Jan2024-31Dec2024,As Expected,001,34.0,32.1,51.4,16.0,01Jan2024-31Dec2024,Not Available,199,12.0,,,,01Jan2021-31Dec2023,Not Available,199,17.0,,,,As Expected,001,49.0,2.0,43.5,0.1,01Jan2024-31Dec2024,As Expected,001,14.0,1.03,2.66,0.41,01Jan2023-31Dec2024,As Expected,001,29.0,0.44,1.5,0.05,01Jan2021-31Dec2023,As Expected,001,24.0,0.0,1.47,0.0,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.95,,As Expected,001,56.0,46.1,70.8,19.8,01Apr2025-30JUN2025,001,0.0,280,41.0,393.0,,280,0.0,,,280,0.0,,,280,0.0,,,25.0,001,0.0,001,12.0,280,46.0,448.0,,280,55.0,427.0,,,,,,001,56.0,476.0,16.0,280,0.0,,
012702,8,Cherokee Community Dialysis,01Jan2021-31Dec2024,2.0,001,485 Northwood Drive,,CENTRE,AL,35960,Cherokee,(256) 266-1471,Profit,No,Independent,No,9,Yes,Yes,No,2018-06-27,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,192.0,18.0,27.6,11.7,01Jan2024-31Dec2024,As Expected,001,47.0,121.1,217.4,73.0,01Jan2024-31Dec2024,As Expected,001,32.0,23.5,41.1,10.5,01Jan2024-31Dec2024,Not Available,199,19.0,,,,01Jan2021-31Dec2023,Not Available,199,23.0,,,,As Expected,001,32.0,26.8,59.4,8.4,01Jan2024-31Dec2024,As Expected,001,23.0,0.58,1.72,0.21,01Jan2023-31Dec2024,As Expected,001,42.0,0.86,1.91,0.27,01Jan2021-31Dec2023,As Expected,001,30.0,0.39,2.17,0.01,01Jan2024-31Dec2024,Not Available,201,,,,Worse than Expected,001,38.0,0.0,0.0,0.0,01Apr2025-30JUN2025,001,74.0,001,36.0,283.0,98.0,001,14.0,105.0,76.0,259,0.0,,,259,0.0,,,,199,,199,8.0,001,51.0,412.0,1.0,001,55.0,438.0,12.0,27.0,25.0,26.0,11.0,001,38.0,306.0,85.0,259,0.0,,
012703,8,DCI South Cullman,01Jan2021-31Dec2024,3.0,001,208 BROADWAY DR SW,,Cullman,AL,35055,Cullman,(256) 737-8222,Non-profit,Yes,"Dialysis Clinic, Inc.",No,10,Yes,No,No,2018-11-15,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,99.0,12.6,25.0,5.5,01Jan2024-31Dec2024,As Expected,001,23.0,133.9,298.3,66.4,01Jan2024-31Dec2024,As Expected,001,21.0,40.8,66.6,18.6,01Jan2024-31Dec2024,Not Available,199,9.0,,,,01Jan2021-31Dec2023,Not Available,199,7.0,,,,As Expected,001,24.0,7.5,76.7,0.2,01Jan2024-31Dec2024,As Expected,001,9.0,0.33,2.03,0.06,01Jan2023-31Dec2024,As Expected,001,12.0,0.57,2.63,0.01,01Jan2021-31Dec2023,As Expected,001,15.0,0.0,3.14,0.0,01Jan2024-31Dec2024,As Expected,001,0.0,2.21,,As Expected,001,26.0,57.4,83.4,30.0,01Apr2025-30JUN2025,199,,001,21.0,184.0,97.0,257,0.0,,,259,0.0,,,259,0.0,,,,199,,199,4.0,001,23.0,197.0,1.0,001,26.0,205.0,4.0,20.0,24.0,29.0,22.0,001,26.0,206.0,14.0,259,0.0,,
012704,8,PRATTVILLE COMMUNITY DIALYSIS,01Jan2021-31Dec2024,1.0,001,1815 GLYNWOOD DRIVE,,PRATTVILLE,AL,36066,Autauga,(334) 595-6335,Profit,Yes,Other,No,9,Yes,Yes,No,2019-02-21,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,87.0,16.4,33.7,6.8,01Jan2024-31Dec2024,As Expected,001,28.0,100.4,215.5,51.4,01Jan2024-31Dec2024,As Expected,001,19.0,6.2,30.3,0.2,01Jan2024-31Dec2024,Not Available,199,11.0,,,,01Jan2021-31Dec2023,Not Available,199,23.0,,,,Worse than Expected,001,38.0,0.9,12.1,0.1,01Jan2024-31Dec2024,As Expected,001,11.0,0.6,1.96,0.19,01Jan2023-31Dec2024,As Expected,001,11.0,0.68,3.11,0.02,01Jan2021-31Dec2023,As Expected,001,35.0,0.3,1.67,0.01,01Jan2024-31Dec2024,Not Available,201,,,,As Expected,001,41.0,46.1,67.0,23.9,01Apr2025-30JUN2025,201,,001,36.0,325.0,88.0,199,2.0,20.0,,259,0.0,,,259,0.0,,,,199,,199,5.0,001,43.0,393.0,4.0,001,45.0,405.0,5.0,25.0,30.0,20.0,19.0,001,41.0,395.0,30.0,259,0.0,,
012706,8,FKC Oak Mountain,01Jan2021-31Dec2024,4.0,001,105 Inverness Cors,,BIRMINGHAM,AL,35242,Shelby,(205) 981-4925,Profit,Yes,Fresenius Medical Care,No,10,Yes,No,No,2019-04-26,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,62.0,15.7,37.1,5.1,01Jan2024-31Dec2024,As Expected,001,20.0,158.8,353.9,78.7,01Jan2024-31Dec2024,As Expected,001,14.0,18.5,37.2,5.1,01Jan2024-31Dec2024,Not Available,199,6.0,,,,01Jan2021-31Dec2023,Not Available,199,16.0,,,,As Expected,001,20.0,19.7,72.9,2.2,01Jan2024-31Dec2024,As Expected,001,8.0,0.64,3.08,0.14,01Jan2023-31Dec2024,Not Available,199,3.0,,,,01Jan2021-31Dec2023,As Expected,001,18.0,2.29,6.69,0.47,01Jan2024-31Dec2024,As Expected,001,0.83,4.09,0.04,As Expected,001,27.0,63.4,95.1,29.8,01Apr2025-30JUN2025,001,0.0,001,23.0,170.0,99.0,257,0.0,,,259,0.0,,,259,0.0,,,,199,,199,4.0,001,23.0,170.0,1.0,001,25.0,182.0,5.0,29.0,36.0,20.0,9.0,001,27.0,186.0,2.0,259,0.0,,
012707,8,Sapphire Community Dialysis,01Jan2021-31Dec2024,1.0,001,8149 DECKER LN,,MONTGOMERY,AL,36117,Montgomery,(334) 694-7200,Profit,Yes,Other,No,16,Yes,Yes,No,2019-06-16,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,189.0,28.7,45.4,18.0,01Jan2024-31Dec2024,As Expected,001,56.0,134.1,233.1,83.2,01Jan2024-31Dec2024,As Expected,001,42.0,26.0,42.5,11.7,01Jan2024-31Dec2024,Not Available,199,12.0,,,,01Jan2021-31Dec2023,As Expected,001,34.0,0.43,2.38,0.01,As Expected,001,41.0,16.8,46.6,4.5,01Jan2024-31Dec2024,As Expected,001,14.0,0.57,2.04,0.16,01Jan2023-31Dec2024,As Expected,001,21.0,1.02,2.71,0.22,01Jan2021-31Dec2023,As Expected,001,39.0,0.55,2.0,0.07,01Jan2024-31Dec2024,Not Available,201,,,,As Expected,001,51.0,42.7,62.3,21.8,01Apr2025-30JUN2025,201,,001,48.0,440.0,79.0,199,9.0,80.0,,259,0.0,,,259,0.0,,,,199,,199,7.0,001,57.0,531.0,4.0,001,57.0,442.0,10.0,19.0,23.0,23.0,25.0,001,51.0,474.0,26.0,259,0.0,,
012708,8,FKC Cullman,01Jan2021-31Dec2024,3.0,001,1850 PARKLAND DR NE,,CULLMAN,AL,35058,Cullman,(256) 736-1051,Profit,Yes,Fresenius Medical Care,No,10,Yes,Yes,No,2019-07-10,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,86.0,30.2,51.7,16.3,01Jan2024-31Dec2024,As Expected,001,24.0,130.1,270.4,68.6,01Jan2024-31Dec2024,As Expected,001,18.0,25.3,48.7,8.9,01Jan2024-31Dec2024,Not Available,199,5.0,,,,01Jan2021-31Dec2023,Not Available,199,8.0,,,,As Expected,001,18.0,14.5,68.3,1.3,01Jan2024-31Dec2024,As Expected,001,9.0,0.69,3.33,0.15,01Jan2023-31Dec2024,As Expected,001,11.0,2.45,4.82,0.63,01Jan2021-31Dec2023,As Expected,001,17.0,0.0,2.81,0.0,01Jan2024-31Dec2024,As Expected,001,0.0,1.94,,As Expected,001,23.0,51.2,87.5,12.9,01Apr2025-30JUN2025,001,0.0,001,23.0,192.0,99.0,199,3.0,25.0,,259,0.0,,,259,0.0,,,,199,,199,5.0,001,25.0,217.0,1.0,001,26.0,217.0,3.0,14.0,25.0,26.0,32.0,001,23.0,194.0,23.0,259,0.0,,
